month,year,mpaa,budget,runtime,screens,domestic_box_office,critic_vote,meta_score,country,sequel,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7
9.0,2015.0,4,8000000.0,104.0,2158.0,29504281.0,195.0,46.77,194,0.0,0.18268357869851484,-0.1454904880601533,-0.6659502411087508,0.3425933902952438,-0.3571473043713308,1.5285719685935373,0.39007537221209754
1.0,2002.0,2,11800000.0,101.0,2420.0,41281092.0,131.0,30.19,194,0.0,-0.5853558274230823,-0.6709594865933113,-0.38490971155762305,0.17403195359061235,-0.605053582012891,-0.14790712203902212,0.8656367679756777
3.0,2018.0,2,103000000.0,120.0,3980.0,100478608.0,396.0,44.31,194,0.0,1.8622173199149352,0.06570109154475991,0.14604807093097436,0.1827065683246644,-0.6169476140529431,0.3837819689334035,1.4725802864666593
6.0,2001.0,3,100000000.0,146.0,3242.0,78616689.0,32.0,65.0,235,0.0,0.15554288682270132,0.4399258061626405,-0.14031025699667454,0.22540300445594022,-0.8149436516244569,0.25155060329384754,1.150381917457003
3.0,2006.0,3,20000000.0,107.0,1602.0,21170563.0,110.0,62.23,194,0.0,-0.48807079378219864,-1.3311993668709412,-1.031075510768205,-0.2242579108261091,1.2951754947732916,-0.5648073255045961,0.5669230715606255
10.0,2002.0,3,25000000.0,99.0,2347.0,10727683.0,137.0,19.8,216,0.0,-0.508886845391682,-0.6911381186993896,0.9176432122907983,0.18373843086368438,-0.17784967205282382,-0.6415441227032883,1.2235258748712545
9.0,2011.0,3,35000000.0,106.0,3118.0,28087155.0,129.0,8.1,194,0.0,-0.47608433170017983,0.7450990343757625,0.7633730383942692,0.4415635901783471,0.18378386171090272,-0.3630671705285745,1.208746477907071
9.0,2019.0,2,75000000.0,97.0,4248.0,60761390.0,197.0,79.02,66,0.0,2.9176938741252894,-0.4459393602929397,-0.14120459136465732,-0.30360184376524385,-0.013820783018652649,-0.09337588879550249,-0.46083723571846597
2.0,2014.0,4,13000000.0,100.0,2253.0,48637684.0,127.0,66.58,194,0.0,-0.5493452471899795,-0.6082494322712172,-0.8086020719137574,-0.6488636958152891,-0.5120445975938861,-0.5522590133210952,-0.877272466727016
12.0,2002.0,4,30000000.0,125.0,1240.0,65016287.0,245.0,85.0,194,0.0,-0.45570469119029317,-0.4495608300604224,-0.07701696577176044,0.1934799888644023,-0.40377451730524005,0.26224616904532694,0.6165056908292624
9.0,2013.0,4,12000000.0,123.0,175.0,15323921.0,201.0,68.29,176,0.0,-0.25239889030715784,-0.6069818893390695,-0.7448674206277455,-0.23085094482665738,-0.8236288533845457,-0.46807546458709876,0.88992299094764
5.0,2002.0,3,30000000.0,101.0,1756.0,41385278.0,223.0,89.93,176,0.0,-0.5640130095542084,-0.9785331595020124,-0.88715980171702,-0.11036047622407105,-0.4631490529987438,-0.3955635964799784,0.5843246444713798
6.0,2012.0,4,69000000.0,105.0,3109.0,37519139.0,229.0,35.22,194,0.0,-0.1729495225186361,1.0272203740355446,0.851666323026503,-0.38250197584933415,-0.9243894469887974,-0.128709914589026,-0.6699036690909874
8.0,2006.0,3,23000000.0,93.0,2917.0,36580083.0,143.0,39.7,194,0.0,-0.41969411095719017,-0.38685077573832827,-0.5007093261278945,-0.6294156605414992,-0.31076553288623504,-0.142105722236746,-1.1264035438734308
3.0,2018.0,4,20000000.0,120.0,2006.0,43549096.0,52.0,21.77,194,0.0,-0.5470732584241367,-0.638211513055872,1.4976963227448492,-0.07502128010712897,-0.748296914445164,-0.4047888944406463,0.937125189645003
9.0,2007.0,3,45000000.0,133.0,964.0,24343673.0,206.0,53.42,193,0.0,-0.04450185071347621,-0.9710578441969795,-0.19682914786490976,2.2638180159089347,-0.6956691472096187,-0.17961614746871782,-0.24727475123723364
2.0,2012.0,4,12000000.0,110.0,3053.0,70012847.0,177.0,30.31,194,0.0,0.07815934905651502,1.6692217445173738,0.10167065202418889,1.4396387370129198,-0.18634399725423678,-1.0407496731029025,-0.5255022671403257
6.0,2018.0,4,19000000.0,85.0,2032.0,5059608.0,69.0,21.51,194,0.0,-0.41969411095719017,-0.38685077573832827,-0.5007093261278945,-0.6294156605414992,-0.31076553288623504,-0.142105722236746,-1.1264035438734308
9.0,2019.0,3,90000000.0,124.0,3460.0,50188370.0,453.0,82.63,26,0.0,0.23201186885410166,0.4197471740565621,1.162242666851747,0.23510948172901225,-0.3877397416643898,-0.24208639737041845,1.5082710243525792
12.0,2002.0,4,19000000.0,115.0,672.0,22498520.0,40.0,83.0,194,0.0,-0.4343618733214192,-0.7571345029691234,-0.5792670559311572,-0.09091244095028114,-0.2618699882910927,0.014589694604370786,0.33519356732496464
10.0,2014.0,4,5000000.0,106.0,1037.0,17390770.0,23.0,16.78,194,0.0,-0.6122066895959861,-0.5489429715006942,0.2815032961447959,0.2288588435254627,-0.24931568479971272,-0.4461603728273791,1.128206101772181
3.0,2013.0,3,13000000.0,117.0,2161.0,18007317.0,194.0,39.21,194,0.0,-0.5640130095542084,-0.9785331595020124,-0.88715980171702,-0.11036047622407105,-0.4631490529987438,-0.3955635964799784,0.5843246444713798
6.0,2018.0,3,35000000.0,96.0,3015.0,31445012.0,234.0,67.28,194,0.0,-0.0920098601173391,1.2775395399505394,-0.2673428087151896,0.9007417988118607,-0.18423853182387545,0.9361455622521523,1.4174395868415457
4.0,2009.0,4,9800000.0,107.0,1876.0,16044025.0,251.0,86.37,194,0.0,-0.5640130095542084,-0.9785331595020124,-0.88715980171702,-0.11036047622407105,-0.4631490529987438,-0.3955635964799784,0.5843246444713798
4.0,2019.0,3,14000000.0,120.0,2138.0,12138565.0,47.0,20.04,194,0.0,-0.5853558274230823,-0.6709594865933113,-0.38490971155762305,0.17403195359061235,-0.605053582012891,-0.14790712203902212,0.8656367679756777
5.0,2013.0,3,130000000.0,100.0,3401.0,60522097.0,253.0,15.4,194,0.0,0.07336202664564324,2.0250480299356988,-0.5239154468758039,-0.07472309109440517,-0.7034847271635238,-0.03682115245690456,-0.0768635135591611
11.0,2004.0,3,60000000.0,97.0,2819.0,28331233.0,169.0,21.79,17,0.0,-0.5129319644995594,0.29463829091491495,-1.0775802904549805,-0.0031945482059940597,1.6651038713176485,-0.1403562864132844,0.4980440052465076
2.0,2004.0,3,39000000.0,111.0,1601.0,5884190.0,169.0,17.11,123,0.0,-0.6570603782916105,-0.3777904817987106,-0.45813417588306965,-0.10173747158024876,-0.48387492358344736,2.6026648428180432,0.592750594202375
3.0,2003.0,2,28000000.0,102.0,3369.0,47938330.0,127.0,38.57,55,0.0,1.3515416913171543,0.7092505281476781,-0.5597296431217016,-0.3966018650733033,1.9179738628661323,-0.8114105771319104,0.0986235541521664
3.0,2004.0,2,26000000.0,100.0,2973.0,23630159.0,119.0,16.99,194,0.0,1.3719255436970963,1.1409234639981423,-1.143795406970754,-0.4492842467833549,-0.4317706007864745,-0.4184437460723206,0.0812368258695207
