month,year,mpaa,budget,runtime,screens,opening_week,domestic_box_office,user_vote,ratings,critic_vote,meta_score,country,sequel,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7
1.0,2008.0,3,30000000.0,111.0,3074.0,23007725.0,76808654.0,175000.0,6.1,186.0,42.0,194,0.0,-0.5493452471899795,-0.6082494322712172,-0.8086020719137574,-0.6488636958152891,-0.5120445975938861,-0.5522590133210952,-0.877272466727016
4.0,2000.0,3,43000000.0,104.0,2523.0,10310672.0,37035515.0,54000.0,6.1,112.0,36.02,194,0.0,-0.4343618733214192,-0.7571345029691234,-0.5792670559311572,-0.09091244095028114,-0.2618699882910927,0.014589694604370786,0.33519356732496464
5.0,2007.0,4,15000000.0,100.0,2305.0,9807292.0,28638916.0,294000.0,6.9,233.0,72.88,168,0.0,-0.36409197608402977,0.22207810390005156,1.2639307196434904,-0.7974180774311944,-1.1790384674325962,0.21836616875415607,-0.8624909692431424
2.0,2014.0,3,28000000.0,117.0,2872.0,12242218.0,30697999.0,98000.0,6.2,151.0,30.38,104,0.0,-0.5794041759044839,0.887294181574458,0.12723312224826674,0.48668400284012553,0.11231784896401376,-0.16768342065266517,1.1134267048079973
3.0,2000.0,4,4000000.0,82.0,678.0,3684704.0,9821335.0,37000.0,4.7,45.0,3.91,194,0.0,-0.41969411095719017,-0.38685077573832827,-0.5007093261278945,-0.6294156605414992,-0.31076553288623504,-0.142105722236746,-1.1264035438734308
10.0,2007.0,4,30000000.0,113.0,2859.0,15951902.0,39569000.0,190000.0,6.6,187.0,51.31,194,0.0,-0.49960298236840556,1.168309367250075,1.4219838786515824,-0.35569934038368445,-0.43555892527657997,-0.28300735910704927,-0.5392513185175762
8.0,2011.0,4,28000000.0,83.0,2888.0,13330118.0,37053924.0,107000.0,6.1,202.0,45.73,194,0.0,-0.49826420213533046,0.6649220181457102,-0.999022560651718,-0.5416977677972122,1.6162083267225062,-0.2970517032544012,-0.963553105951888
2.0,2001.0,4,62000000.0,125.0,2545.0,7160521.0,15749959.0,49000.0,6.0,126.0,16.43,194,0.0,-0.5251150643082342,0.7869385332383273,-0.3326095529492987,-0.48687087786236194,1.9719462239356844,-0.5953049540427581,-0.7009837721553853
3.0,2014.0,4,110000000.0,102.0,3490.0,45038460.0,106580051.0,316000.0,6.2,233.0,45.44,194,0.0,-0.5525533137315801,0.7652776664818411,-0.5391798854541524,0.43185711290527506,-0.24342004824916452,0.13056983013569162,0.8508573710114942
9.0,2007.0,4,55000000.0,122.0,3006.0,14035033.0,53606916.0,331000.0,7.6,265.0,87.18,194,0.0,-0.541288944418809,0.5747677063953878,-0.636935223035098,0.5706317859592538,1.5752834737892902,-0.08691678127175473,0.81278384857896
3.0,2002.0,4,17000000.0,96.0,2399.0,12229529.0,37950822.0,76000.0,5.6,170.0,41.72,103,0.0,-0.5493452471899795,-0.6082494322712172,-0.8086020719137574,-0.6488636958152891,-0.5120445975938861,-0.5522590133210952,-0.877272466727016
4.0,2013.0,3,40000000.0,128.0,3405.0,27487144.0,95020213.0,103000.0,7.5,233.0,77.74,194,0.0,-0.5274092420588212,-0.1563918252658217,-0.150241430097207,-0.08228943630645885,-0.2825958588757963,3.0128181339023925,0.3436195170559597
6.0,2017.0,3,5300000.0,89.0,2471.0,11205562.0,44307193.0,61000.0,5.6,182.0,52.87,194,0.0,-0.2994345156228144,-0.18872427649088352,2.520286714479977,-0.6391968770863355,-0.5244473815857664,-0.3467147700733232,-0.6782832256007347
8.0,2019.0,3,12000000.0,90.0,2883.0,8427265.0,22260900.0,31000.0,5.0,105.0,43.84,193,1.0,0.18201393425146198,0.08205003141522299,1.6960988482938628,0.12486449382998585,-0.7307998081699671,-0.07677510727098967,1.0481889758731595
12.0,2013.0,3,175000000.0,128.0,2690.0,9910310.0,38362475.0,171000.0,6.2,110.0,18.29,194,0.0,-0.25275071605471444,0.7462051883599271,-0.4430844333768125,0.4598813673744757,-0.3765126727482039,-0.013385976134641875,0.9827743542345863
2.0,2004.0,3,75000000.0,99.0,3612.0,39852237.0,120908074.0,383000.0,6.8,213.0,45.54,194,0.0,-0.5640130095542084,-0.9785331595020124,-0.88715980171702,-0.11036047622407105,-0.4631490529987438,-0.3955635964799784,0.5843246444713798
9.0,2011.0,4,8000000.0,100.0,2479.0,8644095.0,35016118.0,343000.0,7.6,240.0,89.33,194,0.0,-0.5640130095542084,-0.9785331595020124,-0.88715980171702,-0.11036047622407105,-0.4631490529987438,-0.3955635964799784,0.5843246444713798
7.0,2009.0,3,7500000.0,95.0,1048.0,834501.0,32391374.0,559000.0,7.7,36.0,76.0,194,0.0,-0.5640130095542084,-0.9785331595020124,-0.88715980171702,-0.11036047622407105,-0.4631490529987438,-0.3955635964799784,0.5843246444713798
3.0,2023.0,3,45000000.0,93.0,3405.0,12328361.0,32062904.0,88000.0,5.4,155.0,36.7,194,0.0,0.03184340210851055,1.7767808177975206,0.06393983102335263,0.5186070184316635,-0.2988512853552032,-0.1783789864041446,1.6473029314357377
11.0,2002.0,4,41000000.0,110.0,2585.0,51240555.0,116750901.0,321000.0,7.2,249.0,75.31,194,0.0,-0.3980410067814302,-0.6391613347711258,-0.18478235998151413,0.23024178555894997,-0.41206936008587053,0.11627208212872908,0.6706053601791968
2.0,2023.0,3,28000000.0,98.0,3939.0,12701640.0,39448525.0,12000.0,5.9,170.0,56.76,194,0.0,-0.5236758197670718,-0.5767466251452867,-0.6752985553158594,-0.6197499587033422,-0.22919597221386506,1.1690398815575773,0.3676204520391007
4.0,2008.0,4,30000000.0,111.0,2168.0,6957216.0,17213467.0,78000.0,5.9,12.0,56.0,194,0.0,-0.360957177795746,-0.6328051648247258,1.1893856432352297,0.05252723484088853,1.790048783207493,-0.2546604737269588,0.9028935554641502
9.0,2009.0,3,30000000.0,79.0,2060.0,10740446.0,31749894.0,148000.0,7.0,216.0,57.43,194,0.0,1.3629234953328127,1.57398158180067,0.3426719101731298,0.7347037871450706,-0.14921323912571996,-0.3236968209580979,1.7623929904295665
9.0,2015.0,3,5000000.0,121.0,899.0,2035273.0,4842699.0,43000.0,4.9,32.0,26.56,194,0.0,-0.45570469119029317,-0.4495608300604224,-0.07701696577176044,0.1934799888644023,-0.40377451730524005,0.26224616904532694,0.6165056908292624
11.0,2017.0,4,28000000.0,104.0,3615.0,16759161.0,72110659.0,58000.0,5.6,159.0,33.89,194,0.0,-0.41969411095719017,-0.38685077573832827,-0.5007093261278945,-0.6294156605414992,-0.31076553288623504,-0.142105722236746,-1.1264035438734308
12.0,2019.0,2,45000000.0,108.0,3235.0,13251238.0,61696436.0,89000.0,7.2,430.0,93.26,194,0.0,-0.43809529561316857,-0.3367797030896585,-0.05420993071250495,0.44654808144660235,-0.315269874953024,1.8583679469491863,0.3111926323418236
12.0,2001.0,3,78000000.0,135.0,2250.0,367151.0,170742341.0,988000.0,8.2,247.0,73.73,194,0.0,-0.3347754514088645,-0.4789748502883539,0.5819299854334974,0.401427668784824,-0.24380386220613492,1.662984197073277,0.40651240544089706
6.0,2011.0,3,10000000.0,98.0,216.0,62087.0,1759252.0,17000.0,7.2,137.0,81.18,194,0.0,-0.5853558274230823,-0.6709594865933113,-0.38490971155762305,0.17403195359061235,-0.605053582012891,-0.14790712203902212,0.8656367679756777
11.0,2009.0,2,200000000.0,96.0,3683.0,30051075.0,137855863.0,130000.0,6.8,32.0,55.0,235,0.0,2.9030261117610605,-0.8162230875237347,-0.2197623211679198,0.23490137582597442,0.03507476157648963,0.06331952804561433,1.0007598754799296
7.0,2004.0,2,19000000.0,95.0,2625.0,13623350.0,51438175.0,94000.0,5.9,132.0,14.18,194,0.0,0.8575265882253887,-0.9634016687671838,-0.6183391960634482,-0.7195843864157655,-0.18095593552333294,-0.2760718414112058,-0.6869910809404515
2.0,2017.0,4,40000000.0,146.0,2704.0,4356941.0,8106986.0,110000.0,6.4,50.0,82.0,194,0.0,-0.0024881587399927328,-0.18745673355873588,2.5840213657659894,-0.2211841260977037,-0.836031637376426,-0.2625312213393267,1.0889122320739215
11.0,2011.0,4,20000000.0,99.0,365.0,167953.0,5704709.0,108000.0,6.4,232.0,78.47,42,0.0,-0.5945972940188615,-0.4361618445299302,0.3043103312040514,0.48192693610766285,-0.1608110424474967,1.1499614050764804,0.8228930432847418
5.0,2019.0,2,16000000.0,109.0,3279.0,8030085.0,22782371.0,29000.0,7.4,101.0,50.57,60,1.0,1.8717486162136243,-0.6324963296487979,-0.40239894824035716,0.04682886158176795,-0.247655909152033,0.06468155632923406,1.0175867997091927
1.0,2017.0,2,22000000.0,100.0,3178.0,18222810.0,64508620.0,79000.0,7.2,180.0,35.6,223,0.0,1.8717486162136243,-0.6324963296487979,-0.40239894824035716,0.04682886158176795,-0.247655909152033,0.06468155632923406,1.0175867997091927
1.0,2019.0,2,18000000.0,96.0,3090.0,11251263.0,42004346.0,20000.0,6.7,94.0,57.66,61,0.0,1.5506032006678845,-0.3058501786181829,0.0037556898416997455,0.3031970369272508,-0.25646781366714105,0.4562938370405238,1.1669819399903987
7.0,2017.0,4,100000.0,92.0,329.0,104030.0,1596371.0,80000.0,6.8,331.0,90.03,194,0.0,-0.1822333855419126,-0.8322271119139206,0.347325656665719,0.1569357953980346,-0.6666801937650412,-0.48724667818526507,1.0928735242978433
2.0,2013.0,4,92000000.0,98.0,3555.0,24834845.0,67349198.0,215000.0,5.2,272.0,16.96,194,0.0,-0.564736413540255,1.257577908805253,0.20579085205152928,-0.051819216751092786,0.06342230436887149,-0.324378837493782,-0.34817040639039865
11.0,2006.0,3,35000000.0,118.0,2067.0,3721526.0,7459300.0,101000.0,6.9,170.0,30.08,102,0.0,-0.5640130095542084,-0.9785331595020124,-0.88715980171702,-0.11036047622407105,-0.4631490529987438,-0.3955635964799784,0.5843246444713798
1.0,2003.0,3,20000000.0,101.0,2520.0,6988749.0,15545431.0,18000.0,5.6,133.0,25.44,194,0.0,-0.5493452471899795,-0.6082494322712172,-0.8086020719137574,-0.6488636958152891,-0.5120445975938861,-0.5522590133210952,-0.877272466727016
1.0,2013.0,4,2500000.0,86.0,2160.0,18101682.0,40041683.0,50000.0,5.0,68.0,12.35,194,0.0,-0.05475808210847508,-0.4951917954154201,0.8115791525494983,-0.9052715297048903,-0.9428393870307256,-0.24469005012034684,-1.1855674727775167
4.0,2014.0,4,4000000.0,87.0,2310.0,8843875.0,17329487.0,23000.0,4.7,55.0,10.62,194,0.0,-0.05475808210847508,-0.4951917954154201,0.8115791525494983,-0.9052715297048903,-0.9428393870307256,-0.24469005012034684,-1.1855674727775167
9.0,2005.0,4,32000000.0,96.0,1348.0,515992.0,31504633.0,253000.0,7.4,254.0,87.13,194,0.0,-0.5611256445413371,0.7242284789162332,0.09108280740683532,0.33602477154353966,1.8789372395166795,-0.19095306276068494,1.041925462547309
4.0,2016.0,4,35000000.0,98.0,523.0,1138578.0,4212494.0,48000.0,6.1,185.0,67.73,194,0.0,-0.5640130095542084,-0.9785331595020124,-0.88715980171702,-0.11036047622407105,-0.4631490529987438,-0.3955635964799784,0.5843246444713798
7.0,2004.0,4,6500000.0,97.0,65.0,64728.0,1029872.0,14000.0,6.6,151.0,52.03,194,0.0,-0.5853558274230823,-0.6709594865933113,-0.38490971155762305,0.17403195359061235,-0.605053582012891,-0.14790712203902212,0.8656367679756777
5.0,2001.0,3,65000000.0,132.0,2980.0,16511391.0,56569702.0,202000.0,7.0,189.0,58.43,194,0.0,-0.06810063115733085,1.4130256251179536,-0.8780051216736016,0.05434359670359185,-0.6773766159844121,-0.518418381704467,-0.0014137996659143778
4.0,2005.0,3,30000000.0,107.0,2502.0,7576593.0,21845719.0,71000.0,6.6,155.0,42.4,194,0.0,-0.5640130095542084,-0.9785331595020124,-0.88715980171702,-0.11036047622407105,-0.4631490529987438,-0.3955635964799784,0.5843246444713798
3.0,2019.0,3,20000000.0,109.0,2442.0,27062332.0,73257045.0,51000.0,4.7,11.0,39.0,194,1.0,-0.4343618733214192,-0.7571345029691234,-0.5792670559311572,-0.09091244095028114,-0.2618699882910927,0.014589694604370786,0.33519356732496464
4.0,2003.0,4,36000000.0,109.0,2495.0,11200000.0,26736098.0,49000.0,6.0,163.0,15.91,194,0.0,-0.5611256445413371,0.7242284789162332,0.09108280740683532,0.33602477154353966,1.8789372395166795,-0.19095306276068494,1.041925462547309
6.0,2007.0,4,16000000.0,108.0,1355.0,3948863.0,9176787.0,28000.0,6.6,230.0,78.17,194,0.0,-0.23809875700823438,-0.3934076149941778,0.8173236030245499,3.837395197636715,0.025255581152442193,1.1841042322236375,-1.26269292977211
4.0,2003.0,3,6000000.0,92.0,770.0,2112140.0,17781006.0,30000.0,7.2,213.0,85.87,194,0.0,-0.36203042654832723,-0.5764512804490317,-0.6084747203376483,-0.5926538638469515,-0.31906037566686546,-0.2880798091533439,-1.0723038745234967
5.0,2014.0,4,40000000.0,116.0,3160.0,16797385.0,43139300.0,199000.0,6.1,255.0,34.85,194,0.0,-0.4267082730075658,-0.4142950331665567,-0.5623143488674087,-0.339981756190935,-0.258681401400446,-0.3363226915361726,-1.0929758240452767
12.0,2016.0,3,43000000.0,108.0,1523.0,30909.0,3740823.0,94000.0,7.4,304.0,84.68,170,0.0,1.9155392295165996,-0.41419119829527473,1.316044168519093,0.02734116776385974,-0.8885416678116318,0.353709509156923,1.107818011086313
12.0,2014.0,4,20000000.0,125.0,818.0,172788.0,5749134.0,78000.0,7.0,278.0,88.26,194,0.0,-0.5611256445413371,0.7242284789162332,0.09108280740683532,0.33602477154353966,1.8789372395166795,-0.19095306276068494,1.041925462547309
7.0,2014.0,4,15000000.0,122.0,801.0,2687227.0,17237855.0,80000.0,6.7,239.0,83.72,176,0.0,-0.46427702200005017,-0.49061001762603024,0.5532457270892269,0.09764764750266691,1.718582770460604,-0.059276723851049526,0.8075737823650767
4.0,2010.0,4,35000000.0,95.0,3332.0,32902299.0,63075011.0,108000.0,5.2,209.0,16.51,194,0.0,-0.2689728844509928,-0.8440902214725208,1.7391656621328642,-0.3061797787265536,0.9353296563488633,0.08496425544813066,0.44924330954046954
8.0,2009.0,4,14000000.0,98.0,2159.0,5948555.0,15515460.0,76000.0,6.5,161.0,62.14,194,0.0,-0.3792357091588928,-0.4697394621665008,1.225535958076661,0.2031864661374743,0.023429392654827224,-0.23139083161893906,0.9743947977248387
6.0,2006.0,3,10000000.0,105.0,767.0,4566293.0,20342852.0,24000.0,6.7,236.0,80.03,194,0.0,-0.5133634871957211,-1.1955779216409446,-1.0565302186662877,0.215835224821041,-0.41935976429358535,-0.7357546526960029,0.6718520336494685
4.0,2018.0,3,17000000.0,95.0,3808.0,50203562.0,188024361.0,585000.0,7.5,440.0,94.25,194,0.0,-0.3787597384482588,-0.14820562333074364,1.1853729898402279,-0.2589148578399763,-1.130142922837454,0.3750615855952728,0.5991061419552534
7.0,2006.0,4,20000000.0,100.0,263.0,391672.0,5501616.0,117000.0,7.0,221.0,68.75,194,0.0,0.7034746571907492,-0.7334818473235072,0.9159691091602052,-0.19230740380137537,1.9872968070634,-0.43223503828832166,0.7784358709837577
12.0,2004.0,2,140000000.0,108.0,3623.0,30061756.0,118634549.0,221000.0,6.8,37.0,62.0,110,0.0,1.8864163785778532,-0.2622126024180027,-0.3238412184370946,-0.49167435800945025,-0.29655145374717523,-0.09201386051188273,-0.44401031148920306
10.0,2009.0,4,7000000.0,106.0,262.0,251337.0,9228788.0,150000.0,7.0,262.0,88.85,194,0.0,-0.4343618733214192,-0.7571345029691234,-0.5792670559311572,-0.09091244095028114,-0.2618699882910927,0.014589694604370786,0.33519356732496464
9.0,2018.0,4,20000000.0,117.0,3102.0,16011689.0,53548586.0,163000.0,6.8,298.0,81.66,194,0.0,-0.32494659756264305,-0.5700951105026317,0.7656932828790954,-0.770368414565013,1.8830577676264981,-0.6590123650090319,-0.8400156792385436
12.0,2009.0,4,7000000.0,100.0,354.0,217332.0,9176000.0,118000.0,7.5,233.0,84.65,194,0.0,-0.5939281582328393,-0.7120086741589191,0.2453529813033644,0.078199612228877,1.517303705752953,-0.4694300149353988,1.0567048595114925
9.0,2005.0,3,80000000.0,110.0,816.0,917398.0,1900451.0,21000.0,4.2,125.0,9.74,194,0.0,0.1384954578174927,1.935779488380521,0.6922775797242494,-0.3786032147269968,-1.202465956808975,0.004550325929828052,-0.26794442568633886
10.0,2018.0,4,36000000.0,136.0,3904.0,42908051.0,215288866.0,420000.0,7.6,598.0,89.8,194,0.0,-0.5276921430142194,-0.8605599913040147,-0.4926751057673767,0.2107937502851601,-0.6133484247935215,-0.29388120895562014,0.919736437325612
3.0,2012.0,3,40000000.0,91.0,1895.0,6176280.0,18450127.0,45000.0,5.8,76.0,6.16,194,0.0,-0.13455927564455347,-0.7762069810910374,-0.4831716038538173,-0.06288818648108055,-0.394962612790132,-0.12936611166596274,0.4671105505480563
11.0,2011.0,4,19000000.0,90.0,2875.0,12954142.0,35061031.0,73000.0,6.2,158.0,66.72,194,1.0,0.1797419454856193,0.11201211219987794,-0.6101995463647436,-0.44897792187817437,-0.4945474913186892,-0.2242452261514386,-0.7662086804988592
11.0,2004.0,4,56600000.0,133.0,219.0,101749.0,6524389.0,76000.0,7.6,186.0,78.37,84,0.0,-0.4385762770648177,-0.9003736860180922,0.2566002247978881,1.4399317560295217,-0.5995719124566561,-0.9775222036093593,0.4234298169502523
9.0,2014.0,4,28000000.0,114.0,2714.0,12758780.0,26307600.0,127000.0,6.5,200.0,66.02,194,0.0,-0.45780580033703305,0.5820333317175376,0.7272227235528377,0.2909043588817613,1.9504032522635684,-0.38633681263659425,1.1372452356463822
9.0,2015.0,4,8000000.0,104.0,2158.0,8246267.0,29504281.0,30000.0,6.4,195.0,46.77,194,0.0,0.18268357869851484,-0.1454904880601533,-0.6659502411087508,0.3425933902952438,-0.3571473043713308,1.5285719685935373,0.39007537221209754
1.0,2002.0,2,11800000.0,101.0,2420.0,12177488.0,41281092.0,222000.0,7.3,131.0,30.19,194,0.0,-0.5853558274230823,-0.6709594865933113,-0.38490971155762305,0.17403195359061235,-0.605053582012891,-0.14790712203902212,0.8656367679756777
3.0,2018.0,2,103000000.0,120.0,3980.0,33123609.0,100478608.0,48000.0,4.3,396.0,44.31,194,0.0,1.8622173199149352,0.06570109154475991,0.14604807093097436,0.1827065683246644,-0.6169476140529431,0.3837819689334035,1.4725802864666593
6.0,2001.0,3,100000000.0,146.0,3242.0,29352630.0,78616689.0,323000.0,7.2,32.0,65.0,235,0.0,0.15554288682270132,0.4399258061626405,-0.14031025699667454,0.22540300445594022,-0.8149436516244569,0.25155060329384754,1.150381917457003
3.0,2006.0,3,20000000.0,107.0,1602.0,11554404.0,21170563.0,12000.0,6.1,110.0,62.23,194,0.0,-0.48807079378219864,-1.3311993668709412,-1.031075510768205,-0.2242579108261091,1.2951754947732916,-0.5648073255045961,0.5669230715606255
10.0,2002.0,3,25000000.0,99.0,2347.0,5064077.0,10727683.0,10000.0,4.8,137.0,19.8,216,0.0,-0.508886845391682,-0.6911381186993896,0.9176432122907983,0.18373843086368438,-0.17784967205282382,-0.6415441227032883,1.2235258748712545
9.0,2011.0,3,35000000.0,106.0,3118.0,10925253.0,28087155.0,83000.0,5.1,129.0,8.1,194,0.0,-0.47608433170017983,0.7450990343757625,0.7633730383942692,0.4415635901783471,0.18378386171090272,-0.3630671705285745,1.208746477907071
9.0,2019.0,2,75000000.0,97.0,4248.0,20612100.0,60761390.0,42000.0,7.0,197.0,79.02,66,0.0,2.9176938741252894,-0.4459393602929397,-0.14120459136465732,-0.30360184376524385,-0.013820783018652649,-0.09337588879550249,-0.46083723571846597
2.0,2014.0,4,13000000.0,100.0,2253.0,25649011.0,48637684.0,25000.0,6.0,127.0,66.58,194,0.0,-0.5493452471899795,-0.6082494322712172,-0.8086020719137574,-0.6488636958152891,-0.5120445975938861,-0.5522590133210952,-0.877272466727016
12.0,2002.0,4,30000000.0,125.0,1240.0,282367.0,65016287.0,134000.0,7.2,245.0,85.0,194,0.0,-0.45570469119029317,-0.4495608300604224,-0.07701696577176044,0.1934799888644023,-0.40377451730524005,0.26224616904532694,0.6165056908292624
9.0,2013.0,4,12000000.0,123.0,175.0,1076250.0,15323921.0,387000.0,7.8,201.0,68.29,176,0.0,-0.25239889030715784,-0.6069818893390695,-0.7448674206277455,-0.23085094482665738,-0.8236288533845457,-0.46807546458709876,0.88992299094764
5.0,2002.0,3,30000000.0,101.0,1756.0,8557630.0,41385278.0,192000.0,7.1,223.0,89.93,176,0.0,-0.5640130095542084,-0.9785331595020124,-0.88715980171702,-0.11036047622407105,-0.4631490529987438,-0.3955635964799784,0.5843246444713798
6.0,2012.0,4,69000000.0,105.0,3109.0,16306974.0,37519139.0,162000.0,5.9,229.0,35.22,194,0.0,-0.1729495225186361,1.0272203740355446,0.851666323026503,-0.38250197584933415,-0.9243894469887974,-0.128709914589026,-0.6699036690909874
8.0,2006.0,3,23000000.0,93.0,2917.0,10023835.0,36580083.0,140000.0,6.4,143.0,39.7,194,0.0,-0.41969411095719017,-0.38685077573832827,-0.5007093261278945,-0.6294156605414992,-0.31076553288623504,-0.142105722236746,-1.1264035438734308
3.0,2018.0,4,20000000.0,120.0,2006.0,17170707.0,43549096.0,10000.0,5.9,52.0,21.77,194,0.0,-0.5470732584241367,-0.638211513055872,1.4976963227448492,-0.07502128010712897,-0.748296914445164,-0.4047888944406463,0.937125189645003
